TransactionAmount,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionType_Debit,Cluster_KMeans
33.89,Milwaukee,Branch,Dewasa,Student,177.0,1.0,1444.75,True,0
23.71,Atlanta,Branch,Dewasa,Doctor,164.0,1.0,10788.89,True,0
1830.0,Austin,Online,Dewasa,Engineer,238.0,1.0,2235.7,True,0
26.06,Austin,ATM,Lansia,Doctor,283.0,1.0,12893.63,True,1
17.07,Los Angeles,Branch,Dewasa,Engineer,44.0,1.0,2798.15,True,0
703.89,Austin,Online,Dewasa,Engineer,61.99999999999999,1.0,3583.67,True,0
1271.9,Houston,ATM,Dewasa,Engineer,155.0,1.0,2120.8,True,0
26.55,Houston,ATM,Lansia,Retired,228.0,1.0,3085.38,True,1
147.4,Austin,Branch,Dewasa,Engineer,259.0,1.0,6797.71,True,0
202.11,Houston,ATM,Dewasa,Student,18.0,1.0,746.47,True,0
308.42,Milwaukee,Branch,Lansia,Retired,39.0,1.0,5427.81,True,1
11.18,Miami,ATM,Dewasa,Engineer,144.0,1.0,7467.300000000001,True,0
294.15,Jacksonville,Online,Dewasa,Engineer,136.0,1.0,6362.16,True,0
29.58,Jacksonville,Branch,Dewasa,Engineer,121.0,1.0,8345.26,True,0
139.45,Atlanta,Online,Dewasa,Student,30.999999999999996,1.0,1305.76,True,0
432.63,Jacksonville,ATM,Dewasa,Doctor,137.0,1.0,13648.36,True,0
131.43,Charlotte,Online,Dewasa,Doctor,65.0,1.0,1337.5,True,0
516.72,Atlanta,ATM,Dewasa,Engineer,128.0,1.0,2015.6900000000003,True,0
121.82000000000001,Jacksonville,Online,Lansia,Doctor,123.0,3.0,8354.54,True,1
374.5,San Francisco,Branch,Dewasa,Student,178.0,1.0,1671.51,False,0
166.13,Omaha,ATM,Lansia,Doctor,227.0,1.0,11822.53,True,1
626.9,Jacksonville,ATM,Remaja,Student,146.0,1.0,587.1099999999999,True,1
466.85,Austin,Branch,Dewasa,Retired,165.0,1.0,5422.53,True,0
788.84,Milwaukee,Online,Dewasa,Retired,231.0,1.0,1913.73,True,0
873.65,Charlotte,Online,Dewasa,Doctor,59.00000000000001,1.0,12139.83,False,0
525.28,Jacksonville,ATM,Lansia,Retired,134.0,1.0,4693.6,True,1
110.17,Austin,ATM,Dewasa,Engineer,137.0,1.0,464.2,True,0
632.69,Denver,ATM,Lansia,Retired,75.99999999999999,1.0,4363.74,True,1
124.35,Charlotte,ATM,Lansia,Retired,90.0,1.0,3319.76,True,1
43.85,Jacksonville,ATM,Lansia,Retired,122.0,1.0,4356.98,True,1
283.81,Austin,Branch,Dewasa,Student,29.000000000000004,1.0,1519.35,True,0
168.53,San Francisco,ATM,Lansia,Retired,112.0,1.0,5962.58,True,1
218.59,Denver,Branch,Dewasa,Engineer,123.0,1.0,6699.23,False,0
132.84,Charlotte,ATM,Remaja,Student,143.0,1.0,822.73,True,1
157.37,Dallas,Branch,Dewasa,Doctor,289.0,1.0,13964.31,False,0
144.77,Albuquerque,Online,Remaja,Student,159.0,1.0,867.3199999999999,True,1
643.22,Atlanta,ATM,Lansia,Doctor,93.0,1.0,1035.86,True,1
1392.54,El Paso,Branch,Dewasa,Doctor,297.0,1.0,13347.69,True,0
208.07,Charlotte,Online,Dewasa,Doctor,36.0,1.0,8478.9,True,0
94.3,Milwaukee,Branch,Dewasa,Doctor,57.0,1.0,11088.95,True,0
295.5,Atlanta,ATM,Dewasa,Retired,36.0,1.0,6280.66,True,0
30.229999999999997,Austin,ATM,Dewasa,Doctor,99.0,1.0,481.13,True,0
112.05,Milwaukee,ATM,Dewasa,Student,159.0,1.0,1122.88,False,0
180.24,Milwaukee,Branch,Dewasa,Engineer,144.0,1.0,8431.23,True,0
13.71,Denver,Online,Dewasa,Engineer,148.0,1.0,8342.79,False,0
96.54,New York,Branch,Dewasa,Retired,95.0,1.0,7182.22,True,0
79.35,Los Angeles,Online,Lansia,Retired,70.0,1.0,1692.15,True,1
101.04,Austin,ATM,Dewasa,Student,160.0,1.0,1695.57,True,0
74.42,El Paso,Online,Dewasa,Engineer,68.00000000000001,1.0,6264.21,True,0
39.66,Milwaukee,Branch,Dewasa,Engineer,169.0,1.0,8497.34,True,0
99.36,Atlanta,ATM,Dewasa,Doctor,45.99999999999999,1.0,1272.12,True,0
123.85,Milwaukee,Online,Dewasa,Engineer,244.0,1.0,3959.62,True,0
426.93,Omaha,ATM,Remaja,Student,247.99999999999997,1.0,476.18999999999994,True,1
133.73,Austin,Online,Remaja,Student,123.0,1.0,1872.2200000000003,False,1
222.39,Milwaukee,Online,Dewasa,Engineer,73.0,1.0,3117.39,True,0
215.94,Milwaukee,Online,Remaja,Student,140.0,1.0,1841.69,False,1
6.3,Columbus,Branch,Lansia,Retired,283.0,5.0,7697.680000000001,True,1
826.23,Jacksonville,ATM,Dewasa,Doctor,209.0,1.0,7580.590000000001,True,0
416.37,Columbus,Online,Dewasa,Engineer,67.0,1.0,7936.91,True,0
131.46,Charlotte,Branch,Lansia,Retired,258.0,1.0,6642.33,True,1
202.86,Houston,Branch,Lansia,Doctor,149.0,1.0,7642.250000000001,False,1
268.39,Miami,ATM,Dewasa,Student,171.0,1.0,136.74,True,0
194.85,Jacksonville,Online,Remaja,Student,130.0,4.0,319.84,True,1
137.35,Sacramento,Online,Dewasa,Doctor,220.0,1.0,12662.66,False,0
712.75,Tucson,Branch,Dewasa,Doctor,25.000000000000004,1.0,8126.0599999999995,True,0
353.82,Milwaukee,ATM,Dewasa,Doctor,143.0,1.0,705.7499999999999,True,0
507.25000000000006,Washington,Branch,Lansia,Retired,143.0,1.0,5331.57,True,1
212.74,Atlanta,Branch,Dewasa,Engineer,128.0,1.0,7645.469999999999,True,0
364.42,Jacksonville,ATM,Dewasa,Engineer,146.0,1.0,8119.73,True,0
195.12,Louisville,ATM,Dewasa,Doctor,144.0,1.0,6101.15,True,0
230.61,Austin,Branch,Lansia,Retired,204.0,1.0,2561.42,True,1
739.28,Tucson,Branch,Dewasa,Doctor,47.0,1.0,11905.64,False,0
390.35,Omaha,ATM,Lansia,Doctor,61.00000000000001,1.0,7095.88,False,1
242.03000000000003,Dallas,Online,Dewasa,Engineer,123.99999999999999,1.0,4382.73,True,0
242.39000000000001,Austin,ATM,Remaja,Student,271.0,1.0,1328.73,False,1
135.03,San Francisco,ATM,Remaja,Student,180.0,1.0,1278.0,True,1
83.5,Dallas,Branch,Lansia,Retired,91.0,5.0,1749.79,True,1
193.54,Charlotte,Branch,Lansia,Retired,267.0,1.0,2929.51,True,1
617.36,Atlanta,Branch,Dewasa,Engineer,61.00000000000001,1.0,8926.38,True,0
775.23,Albuquerque,Online,Dewasa,Doctor,37.99999999999999,1.0,5977.59,False,0
266.57,El Paso,ATM,Lansia,Retired,100.00000000000001,1.0,7676.92,True,1
153.4,Atlanta,ATM,Dewasa,Engineer,144.0,1.0,4657.7,True,0
946.94,Charlotte,Branch,Dewasa,Retired,251.0,1.0,5579.11,True,0
5.12,New York,Branch,Dewasa,Engineer,90.0,1.0,3293.01,True,0
119.11,Houston,ATM,Dewasa,Engineer,131.0,1.0,7998.25,True,0
1096.7,Jacksonville,Online,Remaja,Student,147.0,1.0,1093.89,True,1
119.72,Tucson,Branch,Dewasa,Engineer,123.0,1.0,3435.34,True,0
107.4,Milwaukee,Online,Dewasa,Doctor,32.0,1.0,344.07,True,0
115.92,Austin,ATM,Dewasa,Retired,57.0,1.0,3897.17,True,0
438.04,Tucson,ATM,Lansia,Retired,247.0,1.0,5358.95,True,1
677.29,Houston,Online,Dewasa,Engineer,287.0,1.0,627.79,True,0
296.0,Milwaukee,Branch,Dewasa,Doctor,247.99999999999997,1.0,7418.82,True,0
299.09,Atlanta,Branch,Dewasa,Engineer,84.00000000000001,1.0,5615.26,False,0
461.52,Denver,Branch,Remaja,Student,44.0,1.0,1995.1799999999998,False,1
100.52,Milwaukee,ATM,Dewasa,Engineer,110.0,1.0,453.39,True,0
85.35,Washington,ATM,Lansia,Retired,166.0,1.0,2173.76,True,1
79.76,Austin,Branch,Dewasa,Engineer,170.0,1.0,6452.14,True,0
778.49,Omaha,Online,Lansia,Retired,107.0,1.0,7713.67,False,1
386.38,Milwaukee,Online,Dewasa,Engineer,135.0,1.0,5528.36,True,0
165.25,Sacramento,Online,Dewasa,Doctor,106.0,1.0,9939.94,True,0
14.29,Los Angeles,ATM,Dewasa,Engineer,150.0,1.0,7016.99,True,0
232.79,New York,Branch,Dewasa,Retired,145.0,1.0,2661.3,False,0
1237.56,Austin,Branch,Lansia,Engineer,159.0,1.0,9410.17,False,1
92.29,Albuquerque,Branch,Dewasa,Engineer,115.0,1.0,2026.3199999999997,True,0
293.97,Milwaukee,Branch,Lansia,Retired,153.0,1.0,7371.85,True,1
136.32,Miami,Online,Remaja,Student,113.0,1.0,264.83,True,1
251.06,Jacksonville,Online,Dewasa,Doctor,34.0,1.0,10001.66,True,0
50.17,Sacramento,ATM,Lansia,Retired,35.0,1.0,7752.140000000001,False,1
21.4,Jacksonville,Branch,Dewasa,Engineer,258.0,1.0,9594.11,True,0
73.28,Atlanta,Branch,Remaja,Student,21.000000000000004,1.0,1329.41,True,1
70.23,Houston,ATM,Dewasa,Doctor,260.0,1.0,11624.93,True,0
689.29,El Paso,ATM,Remaja,Student,100.00000000000001,1.0,168.84,True,1
745.03,Fort Worth,Online,Dewasa,Student,231.0,1.0,160.57,True,0
54.61,Milwaukee,ATM,Dewasa,Engineer,160.0,1.0,7135.64,True,0
54.05,Louisville,Branch,Dewasa,Student,146.0,1.0,469.13999999999993,True,0
107.47,Austin,Online,Lansia,Retired,144.0,1.0,7517.499999999999,True,1
611.11,Houston,ATM,Remaja,Student,282.0,4.0,919.84,True,1
219.63,Charlotte,ATM,Dewasa,Doctor,44.0,1.0,8013.63,True,0
188.7,New York,Branch,Dewasa,Retired,123.0,1.0,5077.06,True,0
93.52,Tucson,Online,Dewasa,Engineer,97.0,1.0,2791.2,True,0
275.92,Milwaukee,Branch,Lansia,Retired,107.0,1.0,1777.38,False,1
376.79,Milwaukee,Branch,Lansia,Retired,265.0,1.0,7749.14,True,1
8.98,Houston,Online,Lansia,Retired,56.0,1.0,4516.76,True,1
697.32,Atlanta,Online,Lansia,Retired,91.0,1.0,2016.0200000000002,True,1
17.45,Omaha,ATM,Remaja,Student,88.0,1.0,1959.52,True,1
302.16,Atlanta,Online,Lansia,Retired,138.0,5.0,3876.61,True,1
442.74,Austin,Branch,Remaja,Student,136.0,1.0,1790.27,True,1
623.9,Austin,ATM,Dewasa,Student,249.0,1.0,711.4699999999999,True,0
445.41,Jacksonville,ATM,Dewasa,Doctor,235.0,3.0,12154.66,True,0
63.41,Fort Worth,ATM,Dewasa,Student,36.0,1.0,1546.22,True,0
346.85,Atlanta,ATM,Dewasa,Doctor,88.0,1.0,7208.15,True,0
71.95,Omaha,Online,Dewasa,Engineer,53.00000000000001,1.0,9267.32,False,0
7.5,Dallas,Online,Lansia,Retired,36.0,1.0,6485.78,True,1
206.46,Milwaukee,ATM,Lansia,Retired,279.0,1.0,3984.38,True,1
423.11,Columbus,ATM,Lansia,Engineer,47.0,1.0,412.78,True,1
35.84,Jacksonville,Online,Dewasa,Retired,172.0,1.0,4795.65,False,0
88.6,Austin,Branch,Dewasa,Student,105.0,1.0,246.57,False,0
1431.3,Charlotte,ATM,Remaja,Student,168.00000000000003,1.0,1058.13,True,1
53.81,Austin,ATM,Dewasa,Engineer,37.0,2.0,2564.62,False,0
22.46,New York,Online,Dewasa,Retired,78.0,1.0,6631.5,True,0
334.89,Fort Worth,Online,Remaja,Student,260.0,1.0,1661.68,True,1
319.27,Omaha,Online,Dewasa,Retired,59.00000000000001,1.0,5504.01,False,0
144.3,Charlotte,ATM,Remaja,Student,88.0,1.0,312.19,True,1
348.7,Jacksonville,Branch,Lansia,Retired,149.0,1.0,2445.58,False,1
366.21,Charlotte,ATM,Lansia,Doctor,181.0,1.0,10862.99,True,1
99.11,Tucson,Online,Dewasa,Retired,12.0,1.0,5414.87,True,0
539.35,Milwaukee,ATM,Dewasa,Retired,127.0,1.0,3919.4399999999996,True,0
188.99,Charlotte,Branch,Dewasa,Engineer,91.99999999999999,1.0,7315.34,True,0
1416.69,Milwaukee,ATM,Dewasa,Engineer,58.00000000000001,1.0,3740.7300000000005,True,0
710.14,El Paso,ATM,Dewasa,Student,227.0,1.0,465.62999999999994,True,0
308.68,Milwaukee,Online,Dewasa,Doctor,170.0,1.0,9992.36,True,0
166.68,Atlanta,ATM,Dewasa,Retired,139.0,1.0,5141.19,True,0
0.99,Los Angeles,ATM,Dewasa,Engineer,133.0,1.0,4317.85,True,0
505.18999999999994,Atlanta,ATM,Dewasa,Doctor,128.0,5.0,5326.68,True,0
66.58,Austin,Branch,Remaja,Student,79.0,1.0,1636.32,True,1
223.43,Dallas,Branch,Lansia,Retired,178.0,1.0,7932.410000000001,True,1
659.95,Houston,Online,Lansia,Engineer,114.0,1.0,3927.6900000000005,True,1
634.86,Jacksonville,ATM,Dewasa,Student,45.0,1.0,588.4999999999999,True,0
286.5,Atlanta,Branch,Dewasa,Engineer,60.00000000000001,1.0,8517.95,False,0
322.96,Tucson,Branch,Lansia,Retired,168.00000000000003,1.0,2401.59,False,1
654.48,Columbus,Branch,Remaja,Student,114.0,1.0,6776.41,True,1
157.97,Tucson,Branch,Dewasa,Doctor,140.0,1.0,5529.92,True,0
120.90000000000002,Tucson,Branch,Dewasa,Doctor,52.00000000000001,1.0,9009.42,True,0
254.77,Denver,Branch,Dewasa,Engineer,57.0,1.0,5994.87,True,0
795.96,Austin,Online,Lansia,Retired,119.0,1.0,5468.58,True,1
149.25,Omaha,ATM,Dewasa,Engineer,142.0,1.0,5677.52,True,0
3.42,Austin,Online,Dewasa,Doctor,158.0,1.0,14180.21,False,0
68.19,Jacksonville,Online,Dewasa,Doctor,189.0,1.0,9895.1,False,0
493.4200000000001,Louisville,Branch,Dewasa,Engineer,111.0,1.0,2232.84,True,0
37.57,El Paso,ATM,Dewasa,Retired,42.00000000000001,1.0,7739.54,True,0
127.00000000000001,Milwaukee,Branch,Remaja,Student,68.00000000000001,5.0,431.16,False,1
96.89,Sacramento,ATM,Dewasa,Retired,53.00000000000001,1.0,6044.93,True,0
448.33,Atlanta,ATM,Remaja,Student,161.0,1.0,922.19,True,1
1116.48,Austin,ATM,Dewasa,Engineer,55.0,1.0,447.53,True,0
8.65,Milwaukee,Online,Dewasa,Doctor,273.0,1.0,10778.35,True,0
65.57,Miami,Online,Dewasa,Engineer,82.0,1.0,7513.79,True,0
539.81,San Francisco,Online,Dewasa,Engineer,177.0,1.0,2051.25,True,0
363.53,Atlanta,ATM,Lansia,Retired,142.0,1.0,1038.91,True,1
64.9,Houston,Branch,Dewasa,Retired,72.0,1.0,6854.61,False,0
358.18,Atlanta,ATM,Remaja,Student,157.0,1.0,619.86,True,1
167.2,Austin,Branch,Dewasa,Doctor,84.00000000000001,1.0,11320.83,True,0
121.90999999999998,Jacksonville,Branch,Lansia,Doctor,133.0,1.0,14510.8,True,1
137.57,Louisville,Online,Dewasa,Engineer,70.0,1.0,5103.67,True,0
534.62,Charlotte,Online,Dewasa,Doctor,45.0,1.0,13793.53,True,0
463.92,Atlanta,Online,Dewasa,Engineer,199.0,1.0,2403.39,True,0
320.14,Milwaukee,Online,Lansia,Retired,96.0,1.0,3075.97,True,1
214.93,Albuquerque,Online,Dewasa,Student,52.00000000000001,1.0,7835.4,True,0
660.02,Milwaukee,Branch,Remaja,Student,84.00000000000001,1.0,414.43,True,1
345.81,Austin,Branch,Dewasa,Engineer,135.0,1.0,6116.8,True,0
143.54,Tucson,ATM,Lansia,Retired,80.0,1.0,6067.62,True,1
42.55,Atlanta,Branch,Dewasa,Engineer,29.000000000000004,1.0,7341.43,True,0
1063.25,Omaha,Online,Remaja,Student,128.0,1.0,1240.71,False,1
541.79,Atlanta,ATM,Remaja,Student,125.0,1.0,1454.08,True,1
40.57,Columbus,Branch,Dewasa,Student,63.0,1.0,1476.91,True,0
120.24000000000001,Milwaukee,Branch,Remaja,Student,131.0,2.0,1943.1300000000003,True,1
498.66999999999996,Miami,Online,Dewasa,Student,244.0,1.0,1719.97,True,0
227.22,El Paso,ATM,Dewasa,Doctor,220.0,1.0,832.82,True,0
1182.86,Tucson,Online,Dewasa,Engineer,34.0,1.0,7696.16,True,0
56.94,Charlotte,Online,Lansia,Retired,74.0,1.0,7004.63,False,1
629.82,Jacksonville,ATM,Lansia,Retired,159.0,1.0,6385.69,True,1
59.44,Jacksonville,Online,Dewasa,Engineer,176.0,1.0,5472.03,True,0
186.69,New York,Branch,Dewasa,Engineer,53.99999999999999,1.0,8602.22,True,0
230.46,Atlanta,Online,Remaja,Student,179.0,1.0,162.53,True,1
65.09,Atlanta,Online,Dewasa,Engineer,159.0,1.0,9370.9,False,0
457.09,Milwaukee,Online,Dewasa,Engineer,63.0,1.0,8570.82,False,0
552.02,Jacksonville,ATM,Dewasa,Engineer,100.00000000000001,1.0,522.08,False,0
377.12,Houston,ATM,Dewasa,Engineer,61.00000000000001,1.0,836.6699999999998,True,0
204.56,Austin,Branch,Remaja,Student,179.0,1.0,364.72,False,1
420.28,Washington,Branch,Dewasa,Doctor,144.0,1.0,8557.32,True,0
97.09,Fort Worth,ATM,Remaja,Student,202.0,4.0,1579.57,True,1
124.59,Charlotte,Branch,Dewasa,Student,171.0,1.0,129.29,True,0
73.88,Charlotte,Online,Dewasa,Doctor,34.0,1.0,6474.41,True,0
77.43,Austin,Online,Remaja,Student,169.0,1.0,1380.21,True,1
106.16,Milwaukee,ATM,Dewasa,Doctor,277.0,4.0,7487.790000000001,True,0
245.93,Jacksonville,Branch,Dewasa,Engineer,172.0,1.0,7986.629999999999,True,0
622.41,New York,ATM,Lansia,Doctor,125.0,1.0,7322.01,True,1
43.73,Omaha,ATM,Dewasa,Doctor,145.0,1.0,9929.43,True,0
1282.86,Austin,Branch,Remaja,Student,68.00000000000001,1.0,1830.98,True,1
2.03,Houston,ATM,Dewasa,Engineer,28.0,1.0,3012.31,False,0
770.65,Jacksonville,Online,Dewasa,Doctor,137.0,1.0,7198.8,True,0
260.31,Austin,Branch,Lansia,Doctor,113.0,1.0,10980.38,True,1
356.1,Fort Worth,Branch,Dewasa,Student,187.0,1.0,868.35,False,0
27.07,Milwaukee,Branch,Lansia,Retired,39.0,1.0,3773.2899999999995,False,1
119.89,Tucson,ATM,Lansia,Doctor,60.00000000000001,1.0,6697.77,True,1
106.39,Milwaukee,Online,Dewasa,Doctor,281.0,1.0,9410.99,True,0
12.04,Fort Worth,Online,Dewasa,Engineer,58.00000000000001,1.0,6213.32,True,0
365.7,Houston,Branch,Remaja,Student,115.0,2.0,368.78,True,1
29.38,Louisville,Branch,Dewasa,Student,63.0,1.0,1663.31,False,0
319.85,Denver,ATM,Lansia,Doctor,148.0,1.0,711.6599999999999,True,1
350.14,Los Angeles,Online,Lansia,Retired,37.99999999999999,1.0,2403.25,False,1
163.94,Milwaukee,Branch,Dewasa,Retired,73.0,1.0,5957.37,False,0
170.53,Charlotte,Branch,Remaja,Student,58.00000000000001,1.0,801.01,True,1
262.22,Louisville,ATM,Dewasa,Engineer,136.0,1.0,5711.71,False,0
41.49,Albuquerque,Online,Remaja,Student,13.0,1.0,928.33,True,1
121.43,Sacramento,Branch,Dewasa,Engineer,243.0,1.0,7365.28,False,0
350.46,Milwaukee,Branch,Dewasa,Retired,165.0,1.0,5839.38,True,0
220.41,El Paso,Online,Dewasa,Engineer,155.0,1.0,5116.98,False,0
33.46,Atlanta,ATM,Lansia,Retired,111.0,1.0,3641.07,True,1
104.79,Denver,ATM,Lansia,Doctor,223.0,1.0,1352.19,True,1
246.27000000000004,Jacksonville,Online,Dewasa,Doctor,141.0,1.0,7299.86,True,0
48.85,Dallas,ATM,Remaja,Student,176.0,1.0,1503.56,True,1
332.0,Charlotte,ATM,Lansia,Retired,17.0,1.0,5943.13,True,1
118.1,Houston,Online,Dewasa,Engineer,167.0,1.0,895.6599999999999,True,0
84.59,Milwaukee,Branch,Lansia,Doctor,10.0,1.0,5669.1,False,1
295.64,Jacksonville,Online,Remaja,Student,82.0,1.0,1061.96,True,1
514.33,Tucson,Branch,Remaja,Student,160.0,1.0,1592.94,True,1
992.1700000000001,Austin,ATM,Dewasa,Doctor,169.0,1.0,6215.96,True,0
94.59,Washington,Online,Dewasa,Doctor,34.0,1.0,6171.89,True,0
80.43,Columbus,Branch,Dewasa,Retired,157.0,1.0,5987.67,True,0
54.25,Milwaukee,Online,Lansia,Doctor,37.0,1.0,14783.33,True,1
178.88,Dallas,Branch,Lansia,Retired,93.0,4.0,4708.29,False,1
518.85,Atlanta,Online,Remaja,Student,82.0,1.0,1806.0,True,1
10.65,Louisville,Online,Dewasa,Doctor,161.0,1.0,13240.72,True,0
198.62,Tucson,Branch,Dewasa,Student,84.00000000000001,1.0,1196.07,False,0
107.03,Miami,Branch,Dewasa,Student,73.0,1.0,1408.07,True,0
139.57,Fort Worth,ATM,Remaja,Student,263.0,3.0,271.78,True,1
312.47,Milwaukee,ATM,Dewasa,Engineer,148.0,4.0,9419.27,True,0
346.11,Dallas,Branch,Dewasa,Engineer,213.0,1.0,9551.64,True,0
138.06,Charlotte,Branch,Dewasa,Engineer,159.0,1.0,1070.47,True,0
158.02,New York,ATM,Dewasa,Engineer,120.0,1.0,9374.24,True,0
830.01,Jacksonville,Online,Lansia,Retired,96.0,1.0,4253.18,False,1
435.5,Charlotte,ATM,Dewasa,Retired,112.0,1.0,6981.03,True,0
110.49,Austin,Online,Dewasa,Doctor,48.0,1.0,10483.93,True,0
329.4,Denver,Online,Dewasa,Doctor,68.00000000000001,1.0,9588.07,True,0
635.4,Denver,ATM,Dewasa,Doctor,106.0,1.0,1238.11,True,0
769.97,Austin,Branch,Remaja,Student,22.999999999999996,1.0,1244.93,True,1
175.07,Jacksonville,Branch,Dewasa,Student,169.0,1.0,1040.25,True,0
7.31,Milwaukee,Branch,Lansia,Retired,282.0,1.0,5757.67,True,1
175.15,Houston,ATM,Dewasa,Student,32.0,1.0,1712.65,True,0
32.54,Charlotte,Online,Remaja,Student,183.0,4.0,1544.88,True,1
121.82000000000001,Dallas,Online,Lansia,Doctor,119.0,1.0,13293.83,True,1
56.12,El Paso,ATM,Dewasa,Doctor,102.0,1.0,8839.67,True,0
424.7,Miami,Online,Dewasa,Retired,178.0,1.0,6239.89,False,0
35.16,Jacksonville,Branch,Dewasa,Engineer,130.0,1.0,8459.18,True,0
35.73,Miami,Branch,Lansia,Doctor,87.0,1.0,9073.17,True,1
3.44,Fort Worth,ATM,Lansia,Retired,107.99999999999999,1.0,7561.33,True,1
1342.25,Fort Worth,Branch,Remaja,Student,235.0,1.0,694.03,False,1
139.03,Los Angeles,Online,Dewasa,Engineer,81.0,1.0,2276.57,False,0
254.92,Austin,ATM,Dewasa,Engineer,169.0,1.0,2791.12,False,0
115.11,Albuquerque,Online,Dewasa,Engineer,139.0,1.0,9808.97,True,0
171.11,San Francisco,ATM,Dewasa,Retired,171.0,1.0,6324.09,True,0
168.54,Charlotte,ATM,Lansia,Doctor,142.0,2.0,13406.0,True,1
420.76,Miami,Branch,Dewasa,Retired,75.99999999999999,1.0,6581.55,True,0
408.46,Austin,Branch,Lansia,Retired,28.0,1.0,3140.79,True,1
1162.42,Houston,Online,Dewasa,Doctor,45.0,1.0,10357.26,False,0
342.17,New York,Branch,Remaja,Student,247.0,1.0,461.83,False,1
580.71,Tucson,ATM,Dewasa,Engineer,95.0,1.0,5670.0,True,0
821.54,Atlanta,Branch,Lansia,Retired,36.0,1.0,4040.3199999999997,False,1
253.47,Atlanta,Branch,Remaja,Student,238.0,1.0,220.51,True,1
22.81,New York,Online,Lansia,Retired,75.0,1.0,3634.76,True,1
266.57,Atlanta,Online,Dewasa,Engineer,96.0,1.0,7180.48,False,0
374.61,Atlanta,Online,Lansia,Retired,37.0,1.0,1389.71,False,1
339.35,Atlanta,ATM,Lansia,Retired,70.0,1.0,5002.7,False,1
810.36,Columbus,ATM,Remaja,Student,67.0,1.0,9239.12,True,1
9.83,Houston,ATM,Remaja,Student,86.0,1.0,666.42,True,1
135.57,Atlanta,Branch,Dewasa,Doctor,116.00000000000001,1.0,11351.64,False,0
340.05,Houston,ATM,Dewasa,Engineer,37.0,1.0,7234.15,True,0
283.45,Jacksonville,Branch,Dewasa,Engineer,127.0,1.0,2049.51,True,0
100.99,New York,ATM,Lansia,Doctor,114.0,1.0,8865.27,True,1
90.88,Albuquerque,Branch,Remaja,Student,176.0,1.0,3908.4700000000003,True,1
655.15,Atlanta,ATM,Dewasa,Engineer,264.0,1.0,5587.44,True,0
320.55,Milwaukee,Online,Dewasa,Engineer,118.0,1.0,438.75,True,0
41.51,Milwaukee,Online,Dewasa,Student,48.0,1.0,609.5999999999999,True,0
71.53,Jacksonville,Branch,Lansia,Retired,39.0,1.0,2393.73,False,1
467.13,Atlanta,Branch,Dewasa,Retired,45.0,1.0,3914.84,False,0
235.4,Houston,Branch,Dewasa,Student,70.0,1.0,818.3599999999999,True,0
159.32,Atlanta,Branch,Remaja,Student,100.00000000000001,1.0,304.44,True,1
50.83,Tucson,Online,Dewasa,Doctor,48.0,1.0,9553.42,False,0
56.89,Houston,Branch,Dewasa,Engineer,56.0,1.0,3034.67,False,0
20.22,Jacksonville,ATM,Dewasa,Engineer,138.0,1.0,5515.32,True,0
50.4,Austin,Branch,Dewasa,Doctor,84.00000000000001,1.0,1677.01,True,0
73.88,Los Angeles,Branch,Dewasa,Retired,131.0,1.0,4055.55,True,0
119.61,Austin,ATM,Dewasa,Doctor,53.00000000000001,1.0,9899.94,True,0
1241.05,Miami,Branch,Remaja,Student,129.0,1.0,756.74,True,1
116.58,Austin,Branch,Dewasa,Engineer,247.0,1.0,2620.74,True,0
1919.1100000000001,Portland,ATM,Dewasa,Doctor,161.0,1.0,11090.24,True,0
391.96,Milwaukee,ATM,Lansia,Retired,79.0,1.0,2174.16,True,1
156.26,Milwaukee,Branch,Dewasa,Engineer,160.0,1.0,7854.100000000001,False,0
427.0,Charlotte,Branch,Dewasa,Engineer,163.0,1.0,8253.65,False,0
443.68,Tucson,ATM,Remaja,Student,137.0,1.0,874.1499999999999,True,1
101.76,Tucson,Branch,Dewasa,Doctor,26.0,1.0,6043.25,True,0
67.57,Charlotte,Branch,Dewasa,Engineer,107.0,1.0,2766.12,True,0
326.29,Denver,Online,Dewasa,Engineer,179.0,1.0,8171.259999999999,True,0
158.56,Sacramento,ATM,Dewasa,Doctor,100.00000000000001,1.0,5401.21,True,0
56.02,Houston,Online,Dewasa,Student,142.0,1.0,3548.02,True,0
288.28,Portland,Online,Dewasa,Student,36.0,1.0,160.83,True,0
245.67,Portland,Branch,Remaja,Student,107.0,1.0,752.2499999999999,False,1
152.18,Los Angeles,Online,Dewasa,Engineer,176.0,4.0,2459.84,False,0
114.35,El Paso,Branch,Dewasa,Engineer,21.000000000000004,1.0,469.12,False,0
373.27,Miami,Online,Lansia,Doctor,79.0,1.0,8441.61,False,1
504.63000000000005,Portland,Online,Lansia,Engineer,168.00000000000003,1.0,3806.16,True,1
126.22,Atlanta,ATM,Dewasa,Engineer,77.0,4.0,6133.41,True,0
820.15,Atlanta,Branch,Dewasa,Doctor,181.0,1.0,8802.97,True,0
986.8099999999998,Houston,Online,Lansia,Doctor,127.0,1.0,14881.77,False,1
8.37,Jacksonville,ATM,Lansia,Retired,135.0,1.0,1106.34,True,1
197.49,Jacksonville,Online,Dewasa,Retired,30.0,1.0,5005.33,False,0
637.97,New York,Branch,Dewasa,Retired,90.0,1.0,7949.03,True,0
